ID,Species_reported,Species_accepted,Temperature,GermSeeds,nSeeds,Growth_form,Distribution,Microhabitat,Dry_mass,Dormancy,Species_acceptedLCVP
31,Xyris spinulosa,Xyris spinulosa,15,21,50,Herb,Widespread,Mesic,0.028,ND,Xyris_spinulosa
31,Xyris spinulosa,Xyris spinulosa,15,23,50,Herb,Widespread,Mesic,0.028,ND,Xyris_spinulosa
31,Xyris spinulosa,Xyris spinulosa,15,26,50,Herb,Widespread,Mesic,0.028,ND,Xyris_spinulosa
31,Xyris spinulosa,Xyris spinulosa,15,23,50,Herb,Widespread,Mesic,0.028,ND,Xyris_spinulosa
31,Xyris spinulosa,Xyris spinulosa,25,34,50,Herb,Widespread,Mesic,0.028,ND,Xyris_spinulosa
31,Xyris spinulosa,Xyris spinulosa,25,40,50,Herb,Widespread,Mesic,0.028,ND,Xyris_spinulosa
31,Xyris spinulosa,Xyris spinulosa,25,37,50,Herb,Widespread,Mesic,0.028,ND,Xyris_spinulosa
31,Xyris spinulosa,Xyris spinulosa,25,37,50,Herb,Widespread,Mesic,0.028,ND,Xyris_spinulosa
31,Xyris aurea,Xyris aurea,25,33,50,Herb,Restricted,Mesic,0.115,ND,Xyris_aurea
31,Xyris aurea,Xyris aurea,25,31,50,Herb,Restricted,Mesic,0.115,ND,Xyris_aurea
31,Xyris aurea,Xyris aurea,25,29,50,Herb,Restricted,Mesic,0.115,ND,Xyris_aurea
31,Xyris aurea,Xyris aurea,25,29,50,Herb,Restricted,Mesic,0.115,ND,Xyris_aurea
31,Xyris bialata,Xyris bialata,25,43,50,Herb,Widespread,Mesic,0.045,ND,Xyris_bialata
31,Xyris bialata,Xyris bialata,25,40,50,Herb,Widespread,Mesic,0.045,ND,Xyris_bialata
31,Xyris bialata,Xyris bialata,25,46,50,Herb,Widespread,Mesic,0.045,ND,Xyris_bialata
31,Xyris bialata,Xyris bialata,25,41,50,Herb,Widespread,Mesic,0.045,ND,Xyris_bialata
31,Xyris jolyi,Xyris jolyi,25,31,50,Herb,Widespread,Mesic,0.012,ND,Xyris_jolyi
31,Xyris jolyi,Xyris jolyi,25,31,50,Herb,Widespread,Mesic,0.012,ND,Xyris_jolyi
31,Xyris jolyi,Xyris jolyi,25,35,50,Herb,Widespread,Mesic,0.012,ND,Xyris_jolyi
31,Xyris jolyi,Xyris jolyi,25,27,50,Herb,Widespread,Mesic,0.012,ND,Xyris_jolyi
31,Xyris laxifolia,Xyris macrocephala,25,38,50,Herb,Widespread,Mesic,0.02,ND,Xyris_laxifolia
31,Xyris laxifolia,Xyris macrocephala,25,40,50,Herb,Widespread,Mesic,0.02,ND,Xyris_laxifolia
31,Xyris laxifolia,Xyris macrocephala,25,41,50,Herb,Widespread,Mesic,0.02,ND,Xyris_laxifolia
31,Xyris laxifolia,Xyris macrocephala,25,41,50,Herb,Widespread,Mesic,0.02,ND,Xyris_laxifolia
31,Xyris peregrina,Xyris peregrina,25,42,50,Herb,Widespread,Mesic,0.015,ND,Xyris_pterygoblephara
31,Xyris peregrina,Xyris peregrina,25,45,50,Herb,Widespread,Mesic,0.015,ND,Xyris_pterygoblephara
31,Xyris peregrina,Xyris peregrina,25,41,50,Herb,Widespread,Mesic,0.015,ND,Xyris_pterygoblephara
31,Xyris peregrina,Xyris peregrina,25,36,50,Herb,Widespread,Mesic,0.015,ND,Xyris_pterygoblephara
31,Xyris spinulosa,Xyris spinulosa,25,34,50,Herb,Widespread,Mesic,0.028,ND,Xyris_spinulosa
31,Xyris spinulosa,Xyris spinulosa,25,40,50,Herb,Widespread,Mesic,0.028,ND,Xyris_spinulosa
31,Xyris spinulosa,Xyris spinulosa,25,37,50,Herb,Widespread,Mesic,0.028,ND,Xyris_spinulosa
31,Xyris spinulosa,Xyris spinulosa,25,37,50,Herb,Widespread,Mesic,0.028,ND,Xyris_spinulosa
41,Aechmea nudicaulis,Aechmea nudicaulis,15,17,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,15,13,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,15,13,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,15,15,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,15,21,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,15,13,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,15,17,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,15,16,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,25,22,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,25,24,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,25,24,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,25,24,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,25,23,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,25,25,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,25,23,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Aechmea nudicaulis,Aechmea nudicaulis,25,19,25,Herb,Widespread,Mesic/Xeric,0.37,ND,Aechmea_nudicaulis
41,Cryptanthus schwackeanus,Hoplocryptanthus schwackeanus,15,0,25,Herb,Restricted,Xeric,NA,ND,Cryptanthus_schwackeanus
41,Cryptanthus schwackeanus,Hoplocryptanthus schwackeanus,15,1,25,Herb,Restricted,Xeric,NA,ND,Cryptanthus_schwackeanus
41,Cryptanthus schwackeanus,Hoplocryptanthus schwackeanus,15,1,25,Herb,Restricted,Xeric,NA,ND,Cryptanthus_schwackeanus
41,Cryptanthus schwackeanus,Hoplocryptanthus schwackeanus,15,1,25,Herb,Restricted,Xeric,NA,ND,Cryptanthus_schwackeanus
41,Cryptanthus schwackeanus,Hoplocryptanthus schwackeanus,25,22,25,Herb,Restricted,Xeric,NA,ND,Cryptanthus_schwackeanus
41,Cryptanthus schwackeanus,Hoplocryptanthus schwackeanus,25,24,25,Herb,Restricted,Xeric,NA,ND,Cryptanthus_schwackeanus
41,Cryptanthus schwackeanus,Hoplocryptanthus schwackeanus,25,22,25,Herb,Restricted,Xeric,NA,ND,Cryptanthus_schwackeanus
41,Cryptanthus schwackeanus,Hoplocryptanthus schwackeanus,25,21,25,Herb,Restricted,Xeric,NA,ND,Cryptanthus_schwackeanus
41,Neoregelia bahiana,Neoregelia bahiana,15,19,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,15,23,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,15,14,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,15,19,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,15,13,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,15,20,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,15,18,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,15,18,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,25,24,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,25,19,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,25,22,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,25,23,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,25,23,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,25,23,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,25,24,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Neoregelia bahiana,Neoregelia bahiana,25,22,25,Herb,Restricted,Xeric,NA,ND,Neoregelia_bahiana
41,Tillandsia stricta,Tillandsia stricta,15,25,25,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_stricta
41,Tillandsia stricta,Tillandsia stricta,15,24,25,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_stricta
41,Tillandsia stricta,Tillandsia stricta,15,24,25,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_stricta
41,Tillandsia stricta,Tillandsia stricta,15,25,25,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_stricta
41,Tillandsia stricta,Tillandsia stricta,25,25,25,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_stricta
41,Tillandsia stricta,Tillandsia stricta,25,25,25,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_stricta
41,Tillandsia stricta,Tillandsia stricta,25,25,25,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_stricta
41,Tillandsia stricta,Tillandsia stricta,25,25,25,Herb,Widespread,Mesic/Xeric,0.669,ND,Tillandsia_stricta
41,Vriesea bituminosa,Vriesea bituminosa,15,24,25,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
41,Vriesea bituminosa,Vriesea bituminosa,15,24,25,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
41,Vriesea bituminosa,Vriesea bituminosa,15,24,25,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
41,Vriesea bituminosa,Vriesea bituminosa,15,24,25,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
41,Vriesea bituminosa,Vriesea bituminosa,25,25,25,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
41,Vriesea bituminosa,Vriesea bituminosa,25,24,25,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
41,Vriesea bituminosa,Vriesea bituminosa,25,24,25,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
41,Vriesea bituminosa,Vriesea bituminosa,25,23,25,Herb,Widespread,Mesic/Xeric,0.98,ND,Vriesea_bituminosa
41,Vriesea crassa,Vriesea crassa,15,25,25,Herb,Restricted,Xeric,0.98,ND,Vriesea_crassa
41,Vriesea crassa,Vriesea crassa,15,24,25,Herb,Restricted,Xeric,0.98,ND,Vriesea_crassa
41,Vriesea crassa,Vriesea crassa,15,25,25,Herb,Restricted,Xeric,0.98,ND,Vriesea_crassa
41,Vriesea crassa,Vriesea crassa,15,25,25,Herb,Restricted,Xeric,0.98,ND,Vriesea_crassa
41,Vriesea crassa,Vriesea crassa,25,25,25,Herb,Restricted,Xeric,0.98,ND,Vriesea_crassa
41,Vriesea crassa,Vriesea crassa,25,25,25,Herb,Restricted,Xeric,0.98,ND,Vriesea_crassa
