ID,Species_reported,Species_accepted,Condition,Temperature,GermSeeds,nSeeds,Growth_form,Distribution,Microhabitat,Dry_mass,Dormancy,Species_acceptedLCVP
4,Stachytarpheta reticulata,Stachytarpheta reticulata,Dark,20,0,25,Shrub,Widespread,Mesic/Xeric,2.95,ND,Stachytarpheta_reticulata
4,Stachytarpheta reticulata,Stachytarpheta reticulata,Dark,20,0,25,Shrub,Widespread,Mesic/Xeric,2.95,ND,Stachytarpheta_reticulata
4,Stachytarpheta reticulata,Stachytarpheta reticulata,Dark,25,0,25,Shrub,Widespread,Mesic/Xeric,2.95,ND,Stachytarpheta_reticulata
4,Stachytarpheta reticulata,Stachytarpheta reticulata,Dark,25,0,25,Shrub,Widespread,Mesic/Xeric,2.95,ND,Stachytarpheta_reticulata
4,Stachytarpheta reticulata,Stachytarpheta reticulata,Dark,25,0,25,Shrub,Widespread,Mesic/Xeric,2.95,ND,Stachytarpheta_reticulata
4,Stachytarpheta reticulata,Stachytarpheta reticulata,Dark,25,0,25,Shrub,Widespread,Mesic/Xeric,2.95,ND,Stachytarpheta_reticulata
4,Stachytarpheta reticulata,Stachytarpheta reticulata,Dark,30,0,25,Shrub,Widespread,Mesic/Xeric,2.95,ND,Stachytarpheta_reticulata
4,Stachytarpheta reticulata,Stachytarpheta reticulata,Dark,30,0,25,Shrub,Widespread,Mesic/Xeric,2.95,ND,Stachytarpheta_reticulata
4,Stachytarpheta reticulata,Stachytarpheta reticulata,Dark,30,0,25,Shrub,Widespread,Mesic/Xeric,2.95,ND,Stachytarpheta_reticulata
4,Stachytarpheta reticulata,Stachytarpheta reticulata,Dark,30,0,25,Shrub,Widespread,Mesic/Xeric,2.95,ND,Stachytarpheta_reticulata
14,Mimosa calodendron,Mimosa calodendron,Light,10,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,10,21,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,10,23,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,10,23,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,15,24,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,15,23,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,15,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,15,23,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,20,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,20,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,20,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,20,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,25,24,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,25,23,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,25,23,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,25,23,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,30,24,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,30,24,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,30,22,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,30,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,35,24,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,35,19,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,35,17,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Light,35,21,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,10,24,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,10,24,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,10,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,10,24,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,15,24,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,15,24,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,15,23,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,15,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,20,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,20,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,20,23,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,20,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,25,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,25,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,25,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,25,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,30,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,30,24,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,30,24,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,30,22,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,35,25,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,35,16,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,35,16,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
14,Mimosa calodendron,Mimosa calodendron,Dark,35,20,25,Shrub,Restricted,Xeric,7.76,D,Mimosa_calodendron
15,Eryngium horridum,Eryngium horridum,Light,25,12,50,Herb,Widespread,Xeric,2.54,ND,Eryngium_horridum
15,Eryngium horridum,Eryngium horridum,Light,25,13,50,Herb,Widespread,Xeric,2.54,ND,Eryngium_horridum
15,Eryngium horridum,Eryngium horridum,Light,25,11,50,Herb,Widespread,Xeric,2.54,ND,Eryngium_horridum
15,Eryngium horridum,Eryngium horridum,Light,25,17,50,Herb,Widespread,Xeric,2.54,ND,Eryngium_horridum
15,Eryngium horridum,Eryngium horridum,Light,25,14,50,Herb,Widespread,Xeric,2.54,ND,Eryngium_horridum
15,Eryngium horridum,Eryngium horridum,Light,25,15,50,Herb,Widespread,Xeric,2.54,ND,Eryngium_horridum
15,Eryngium horridum,Eryngium horridum,Dark,25,3,50,Herb,Widespread,Xeric,2.54,ND,Eryngium_horridum
15,Eryngium horridum,Eryngium horridum,Dark,25,1,50,Herb,Widespread,Xeric,2.54,ND,Eryngium_horridum
15,Eryngium horridum,Eryngium horridum,Dark,25,4,50,Herb,Widespread,Xeric,2.54,ND,Eryngium_horridum
15,Eryngium horridum,Eryngium horridum,Dark,25,2,50,Herb,Widespread,Xeric,2.54,ND,Eryngium_horridum
15,Eryngium horridum,Eryngium horridum,Dark,25,1,50,Herb,Widespread,Xeric,2.54,ND,Eryngium_horridum
15,Eryngium horridum,Eryngium horridum,Dark,25,0,50,Herb,Widespread,Xeric,2.54,ND,Eryngium_horridum
15,Heterocondylus pumilus,Heterocondylus pumilus,Dark,25,16,25,Shrub,Widespread,Xeric,NA,ND,Heterocondylus_pumilus
15,Heterocondylus pumilus,Heterocondylus pumilus,Dark,25,5,25,Shrub,Widespread,Xeric,NA,ND,Heterocondylus_pumilus
15,Heterocondylus pumilus,Heterocondylus pumilus,Dark,25,11,25,Shrub,Widespread,Xeric,NA,ND,Heterocondylus_pumilus
15,Heterocondylus pumilus,Heterocondylus pumilus,Dark,25,5,25,Shrub,Widespread,Xeric,NA,ND,Heterocondylus_pumilus
15,Heterocondylus pumilus,Heterocondylus pumilus,Dark,25,17,25,Shrub,Widespread,Xeric,NA,ND,Heterocondylus_pumilus
15,Heterocondylus pumilus,Heterocondylus pumilus,Dark,25,6,25,Shrub,Widespread,Xeric,NA,ND,Heterocondylus_pumilus
15,Heterocondylus pumilus,Heterocondylus pumilus,Light,25,15,25,Shrub,Widespread,Xeric,NA,ND,Heterocondylus_pumilus
15,Heterocondylus pumilus,Heterocondylus pumilus,Light,25,11,25,Shrub,Widespread,Xeric,NA,ND,Heterocondylus_pumilus
15,Heterocondylus pumilus,Heterocondylus pumilus,Light,25,6,25,Shrub,Widespread,Xeric,NA,ND,Heterocondylus_pumilus
15,Heterocondylus pumilus,Heterocondylus pumilus,Light,25,18,25,Shrub,Widespread,Xeric,NA,ND,Heterocondylus_pumilus
15,Heterocondylus pumilus,Heterocondylus pumilus,Light,25,13,25,Shrub,Widespread,Xeric,NA,ND,Heterocondylus_pumilus
15,Heterocondylus pumilus,Heterocondylus pumilus,Light,25,4,25,Shrub,Widespread,Xeric,NA,ND,Heterocondylus_pumilus
15,Lepidaploa rufogrisea,Lepidaploa rufogrisea,Light,25,21,40,Shrub,Restricted,Xeric,0.39,ND,Lepidaploa_rufogrisea
15,Lepidaploa rufogrisea,Lepidaploa rufogrisea,Light,25,25,40,Shrub,Restricted,Xeric,0.39,ND,Lepidaploa_rufogrisea
15,Lepidaploa rufogrisea,Lepidaploa rufogrisea,Light,25,11,40,Shrub,Restricted,Xeric,0.39,ND,Lepidaploa_rufogrisea
15,Lepidaploa rufogrisea,Lepidaploa rufogrisea,Light,25,21,40,Shrub,Restricted,Xeric,0.39,ND,Lepidaploa_rufogrisea
15,Lepidaploa rufogrisea,Lepidaploa rufogrisea,Light,25,14,40,Shrub,Restricted,Xeric,0.39,ND,Lepidaploa_rufogrisea
15,Lepidaploa rufogrisea,Lepidaploa rufogrisea,Light,25,15,40,Shrub,Restricted,Xeric,0.39,ND,Lepidaploa_rufogrisea
15,Lepidaploa rufogrisea,Lepidaploa rufogrisea,Dark,25,0,40,Shrub,Restricted,Xeric,0.39,ND,Lepidaploa_rufogrisea
15,Lepidaploa rufogrisea,Lepidaploa rufogrisea,Dark,25,1,40,Shrub,Restricted,Xeric,0.39,ND,Lepidaploa_rufogrisea
15,Lepidaploa rufogrisea,Lepidaploa rufogrisea,Dark,25,1,40,Shrub,Restricted,Xeric,0.39,ND,Lepidaploa_rufogrisea
15,Lepidaploa rufogrisea,Lepidaploa rufogrisea,Dark,25,0,40,Shrub,Restricted,Xeric,0.39,ND,Lepidaploa_rufogrisea
15,Lepidaploa rufogrisea,Lepidaploa rufogrisea,Dark,25,0,40,Shrub,Restricted,Xeric,0.39,ND,Lepidaploa_rufogrisea
15,Lepidaploa rufogrisea,Lepidaploa rufogrisea,Dark,25,0,40,Shrub,Restricted,Xeric,0.39,ND,Lepidaploa_rufogrisea
15,Mikania itambana,Mikania itambana,Dark,25,10,25,Shrub,Restricted,Xeric,0.431,ND,Mikania_itambana
15,Mikania itambana,Mikania itambana,Dark,25,6,25,Shrub,Restricted,Xeric,0.431,ND,Mikania_itambana
15,Mikania itambana,Mikania itambana,Dark,25,4,25,Shrub,Restricted,Xeric,0.431,ND,Mikania_itambana
15,Mikania itambana,Mikania itambana,Dark,25,1,25,Shrub,Restricted,Xeric,0.431,ND,Mikania_itambana
15,Mikania itambana,Mikania itambana,Dark,25,3,25,Shrub,Restricted,Xeric,0.431,ND,Mikania_itambana
15,Mikania itambana,Mikania itambana,Dark,25,7,25,Shrub,Restricted,Xeric,0.431,ND,Mikania_itambana
15,Mikania itambana,Mikania itambana,Light,25,16,25,Shrub,Restricted,Xeric,0.431,ND,Mikania_itambana
15,Mikania itambana,Mikania itambana,Light,25,20,25,Shrub,Restricted,Xeric,0.431,ND,Mikania_itambana
15,Mikania itambana,Mikania itambana,Light,25,17,25,Shrub,Restricted,Xeric,0.431,ND,Mikania_itambana
15,Mikania itambana,Mikania itambana,Light,25,11,25,Shrub,Restricted,Xeric,0.431,ND,Mikania_itambana
15,Mikania itambana,Mikania itambana,Light,25,19,25,Shrub,Restricted,Xeric,0.431,ND,Mikania_itambana
15,Mikania itambana,Mikania itambana,Light,25,17,25,Shrub,Restricted,Xeric,0.431,ND,Mikania_itambana
15,Vriesea atropurpurea,Vriesea atropurpurea,Light,25,29,50,Herb,Restricted,Xeric,0.98,ND,Vriesea_atropurpurea
15,Vriesea atropurpurea,Vriesea atropurpurea,Light,25,22,50,Herb,Restricted,Xeric,0.98,ND,Vriesea_atropurpurea
15,Vriesea atropurpurea,Vriesea atropurpurea,Light,25,21,50,Herb,Restricted,Xeric,0.98,ND,Vriesea_atropurpurea
15,Vriesea atropurpurea,Vriesea atropurpurea,Light,25,24,50,Herb,Restricted,Xeric,0.98,ND,Vriesea_atropurpurea
15,Vriesea atropurpurea,Vriesea atropurpurea,Light,25,28,50,Herb,Restricted,Xeric,0.98,ND,Vriesea_atropurpurea
15,Vriesea atropurpurea,Vriesea atropurpurea,Light,25,20,50,Herb,Restricted,Xeric,0.98,ND,Vriesea_atropurpurea
15,Vriesea atropurpurea,Vriesea atropurpurea,Dark,25,10,50,Herb,Restricted,Xeric,0.98,ND,Vriesea_atropurpurea
15,Vriesea atropurpurea,Vriesea atropurpurea,Dark,25,10,50,Herb,Restricted,Xeric,0.98,ND,Vriesea_atropurpurea
15,Vriesea atropurpurea,Vriesea atropurpurea,Dark,25,1,50,Herb,Restricted,Xeric,0.98,ND,Vriesea_atropurpurea
15,Vriesea atropurpurea,Vriesea atropurpurea,Dark,25,11,50,Herb,Restricted,Xeric,0.98,ND,Vriesea_atropurpurea
15,Vriesea atropurpurea,Vriesea atropurpurea,Dark,25,9,50,Herb,Restricted,Xeric,0.98,ND,Vriesea_atropurpurea
15,Vriesea atropurpurea,Vriesea atropurpurea,Dark,25,13,50,Herb,Restricted,Xeric,0.98,ND,Vriesea_atropurpurea
15,Agarista virgata,Agarista virgata,Light,25,10,25,Shrub,Restricted,Xeric,0.1,ND,Agarista_virgata
15,Agarista virgata,Agarista virgata,Light,25,8,25,Shrub,Restricted,Xeric,0.1,ND,Agarista_virgata
15,Agarista virgata,Agarista virgata,Light,25,7,25,Shrub,Restricted,Xeric,0.1,ND,Agarista_virgata
15,Agarista virgata,Agarista virgata,Light,25,7,25,Shrub,Restricted,Xeric,0.1,ND,Agarista_virgata
15,Agarista virgata,Agarista virgata,Light,25,9,25,Shrub,Restricted,Xeric,0.1,ND,Agarista_virgata
15,Agarista virgata,Agarista virgata,Light,25,4,25,Shrub,Restricted,Xeric,0.1,ND,Agarista_virgata
15,Agarista virgata,Agarista virgata,Dark,25,11,25,Shrub,Restricted,Xeric,0.1,ND,Agarista_virgata
15,Agarista virgata,Agarista virgata,Dark,25,6,25,Shrub,Restricted,Xeric,0.1,ND,Agarista_virgata
15,Agarista virgata,Agarista virgata,Dark,25,5,25,Shrub,Restricted,Xeric,0.1,ND,Agarista_virgata
15,Agarista virgata,Agarista virgata,Dark,25,8,25,Shrub,Restricted,Xeric,0.1,ND,Agarista_virgata
15,Agarista virgata,Agarista virgata,Dark,25,7,25,Shrub,Restricted,Xeric,0.1,ND,Agarista_virgata
15,Agarista virgata,Agarista virgata,Dark,25,3,25,Shrub,Restricted,Xeric,0.1,ND,Agarista_virgata
15,Calolisianthus pedunculatus,Calolisianthus pedunculatus,Light,25,49,50,Herb,Widespread,Xeric,NA,ND,Calolisianthus_pedunculatus
15,Calolisianthus pedunculatus,Calolisianthus pedunculatus,Light,25,48,50,Herb,Widespread,Xeric,NA,ND,Calolisianthus_pedunculatus
15,Calolisianthus pedunculatus,Calolisianthus pedunculatus,Light,25,48,50,Herb,Widespread,Xeric,NA,ND,Calolisianthus_pedunculatus
15,Calolisianthus pedunculatus,Calolisianthus pedunculatus,Light,25,46,50,Herb,Widespread,Xeric,NA,ND,Calolisianthus_pedunculatus
15,Calolisianthus pedunculatus,Calolisianthus pedunculatus,Light,25,53,53,Herb,Widespread,Xeric,NA,ND,Calolisianthus_pedunculatus
15,Calolisianthus pedunculatus,Calolisianthus pedunculatus,Light,25,48,50,Herb,Widespread,Xeric,NA,ND,Calolisianthus_pedunculatus
15,Calolisianthus pedunculatus,Calolisianthus pedunculatus,Dark,25,0,50,Herb,Widespread,Xeric,NA,ND,Calolisianthus_pedunculatus
15,Calolisianthus pedunculatus,Calolisianthus pedunculatus,Dark,25,0,50,Herb,Widespread,Xeric,NA,ND,Calolisianthus_pedunculatus
15,Calolisianthus pedunculatus,Calolisianthus pedunculatus,Dark,25,0,50,Herb,Widespread,Xeric,NA,ND,Calolisianthus_pedunculatus
15,Calolisianthus pedunculatus,Calolisianthus pedunculatus,Dark,25,0,50,Herb,Widespread,Xeric,NA,ND,Calolisianthus_pedunculatus
15,Calolisianthus pedunculatus,Calolisianthus pedunculatus,Dark,25,0,50,Herb,Widespread,Xeric,NA,ND,Calolisianthus_pedunculatus
15,Calolisianthus pedunculatus,Calolisianthus pedunculatus,Dark,25,0,50,Herb,Widespread,Xeric,NA,ND,Calolisianthus_pedunculatus
15,Trimezia juncifolia,Pseudotrimezia juncifolia,Dark,25,22,50,Herb,Widespread,Xeric,6.17,ND,Pseudotrimezia_juncifolia
15,Trimezia juncifolia,Pseudotrimezia juncifolia,Dark,25,15,50,Herb,Widespread,Xeric,6.17,ND,Pseudotrimezia_juncifolia
15,Trimezia juncifolia,Pseudotrimezia juncifolia,Dark,25,19,50,Herb,Widespread,Xeric,6.17,ND,Pseudotrimezia_juncifolia
15,Trimezia juncifolia,Pseudotrimezia juncifolia,Dark,25,19,50,Herb,Widespread,Xeric,6.17,ND,Pseudotrimezia_juncifolia
15,Trimezia juncifolia,Pseudotrimezia juncifolia,Dark,25,18,50,Herb,Widespread,Xeric,6.17,ND,Pseudotrimezia_juncifolia
15,Trimezia juncifolia,Pseudotrimezia juncifolia,Dark,25,19,50,Herb,Widespread,Xeric,6.17,ND,Pseudotrimezia_juncifolia
15,Trimezia juncifolia,Pseudotrimezia juncifolia,Light,25,24,50,Herb,Widespread,Xeric,6.17,ND,Pseudotrimezia_juncifolia
15,Trimezia juncifolia,Pseudotrimezia juncifolia,Light,25,23,50,Herb,Widespread,Xeric,6.17,ND,Pseudotrimezia_juncifolia
15,Trimezia juncifolia,Pseudotrimezia juncifolia,Light,25,26,50,Herb,Widespread,Xeric,6.17,ND,Pseudotrimezia_juncifolia
15,Trimezia juncifolia,Pseudotrimezia juncifolia,Light,25,23,50,Herb,Widespread,Xeric,6.17,ND,Pseudotrimezia_juncifolia
15,Trimezia juncifolia,Pseudotrimezia juncifolia,Light,25,23,50,Herb,Widespread,Xeric,6.17,ND,Pseudotrimezia_juncifolia
15,Trimezia juncifolia,Pseudotrimezia juncifolia,Light,25,24,50,Herb,Widespread,Xeric,6.17,ND,Pseudotrimezia_juncifolia
15,Cambessedesia corymbosa,Cambessedesia corymbosa,Light,25,20,25,Shrub,Widespread,Xeric,0.01,ND,Cambessedesia_corymbosa
15,Cambessedesia corymbosa,Cambessedesia corymbosa,Light,25,19,50,Shrub,Widespread,Xeric,0.01,ND,Cambessedesia_corymbosa
15,Cambessedesia corymbosa,Cambessedesia corymbosa,Light,25,23,50,Shrub,Widespread,Xeric,0.01,ND,Cambessedesia_corymbosa
15,Cambessedesia corymbosa,Cambessedesia corymbosa,Light,25,31,50,Shrub,Widespread,Xeric,0.01,ND,Cambessedesia_corymbosa
15,Cambessedesia corymbosa,Cambessedesia corymbosa,Light,25,22,50,Shrub,Widespread,Xeric,0.01,ND,Cambessedesia_corymbosa
15,Cambessedesia corymbosa,Cambessedesia corymbosa,Light,25,17,50,Shrub,Widespread,Xeric,0.01,ND,Cambessedesia_corymbosa
15,Cambessedesia corymbosa,Cambessedesia corymbosa,Dark,25,7,50,Shrub,Widespread,Xeric,0.01,ND,Cambessedesia_corymbosa
15,Cambessedesia corymbosa,Cambessedesia corymbosa,Dark,25,5,50,Shrub,Widespread,Xeric,0.01,ND,Cambessedesia_corymbosa
15,Cambessedesia corymbosa,Cambessedesia corymbosa,Dark,25,2,50,Shrub,Widespread,Xeric,0.01,ND,Cambessedesia_corymbosa
15,Cambessedesia corymbosa,Cambessedesia corymbosa,Dark,25,8,50,Shrub,Widespread,Xeric,0.01,ND,Cambessedesia_corymbosa
15,Cambessedesia corymbosa,Cambessedesia corymbosa,Dark,25,5,50,Shrub,Widespread,Xeric,0.01,ND,Cambessedesia_corymbosa
15,Cambessedesia corymbosa,Cambessedesia corymbosa,Dark,25,6,50,Shrub,Widespread,Xeric,0.01,ND,Cambessedesia_corymbosa
15,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,Dark,25,27,50,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata
15,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,Dark,25,8,50,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata
15,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,Dark,25,7,50,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata
15,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,Dark,25,10,50,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata
15,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,Dark,25,28,50,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata
15,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,Dark,25,18,50,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata
15,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,Light,25,23,50,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata
15,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,Light,25,37,50,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata
15,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,Light,25,32,50,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata
15,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,Light,25,29,50,Shrub,Restricted,Xeric,NA,ND,Luxemburgia_ciliatibracteata
